ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
462175,1,0,36,1,7,9,0,1,A
465818,0,0,27,0,3,1,0,3,B
467190,0,1,36,1,5,0,0,2,B
467848,0,0,37,1,4,12,0,1,B
462249,0,0,29,0,3,0,0,3,D
459311,0,0,29,1,5,0,0,5,C
462610,0,0,27,1,6,1,0,6,D
467309,1,0,35,1,1,2,0,1,B
467365,0,0,40,1,4,1,0,1,A
461913,0,0,37,1,3,6,0,4,A
462617,0,0,19,0,0,0,0,5,D
465485,0,0,29,1,0,0,0,4,D
461316,1,1,53,1,4,0,1,2,C
460501,0,0,25,1,0,0,0,2,D
460556,1,1,38,1,8,1,0,1,C
463036,0,1,48,1,4,3,0,6,B
461079,1,0,26,0,1,4,0,1,A
465120,1,0,30,1,0,0,0,4,D
464671,0,0,30,0,3,1,0,2,D
465367,0,1,69,0,5,1,3,3,B
467088,0,1,57,1,4,0,0,1,A
463887,1,1,56,1,4,4,1,2,C
460250,0,0,27,1,0,8,0,4,D
465316,0,0,21,0,0,0,0,6,D
464713,1,1,71,1,4,0,3,4,B
465764,1,0,39,1,3,8,0,4,D
467080,1,1,87,1,2,1,3,2,A
460683,0,1,59,0,3,6,1,3,B
460042,0,0,32,1,8,8,0,1,D
463025,0,1,40,0,5,7,0,4,A
459731,1,1,58,1,4,0,3,3,B
460955,0,0,19,0,0,3,0,5,D
462179,1,0,31,1,8,0,0,9,D
463147,0,0,31,0,0,3,0,4,B
462639,1,1,43,0,1,3,1,2,D
465722,0,1,47,0,8,1,0,5,A
464799,0,0,35,0,8,0,0,4,D
461934,1,1,46,1,4,8,1,2,C
459146,0,1,69,1,4,1,0,2,A
461448,0,1,69,1,6,0,3,3,C
466419,1,1,45,1,3,3,1,5,B
465443,0,1,38,1,4,0,0,4,A
459105,0,1,39,1,5,5,3,3,C
459941,0,1,65,1,4,4,0,2,B
463232,1,0,23,0,0,2,0,5,D
464737,1,1,58,0,1,0,1,6,A
467922,0,1,84,1,3,0,3,2,D
465329,0,1,35,1,4,5,1,2,C
466512,1,0,22,0,0,1,0,2,D
465408,0,0,30,0,5,3,0,4,D
466339,0,0,23,0,0,0,0,2,D
462870,1,0,41,1,4,3,0,3,D
464335,0,1,50,1,5,4,3,3,C
461353,0,1,50,1,5,0,3,4,A
463920,1,0,28,1,7,8,0,1,D
463712,1,1,37,1,6,1,1,2,C
467465,0,0,19,0,0,3,0,6,D
463637,1,0,30,1,0,3,0,5,A
466917,0,1,43,0,5,3,0,2,B
464663,0,1,73,0,5,1,3,2,D
460919,1,0,19,0,0,0,0,2,D
465000,0,1,50,1,5,1,3,3,C
461226,0,1,51,1,8,1,0,2,D
467500,1,1,32,1,4,4,3,2,C
461536,1,0,39,1,6,2,0,1,B
464296,0,0,43,1,6,1,0,4,A
463142,1,0,33,1,4,5,0,2,B
461004,0,1,61,1,4,1,1,3,C
462323,1,1,70,1,6,0,1,2,C
467899,0,1,66,1,4,1,1,2,B
461941,1,1,72,1,4,0,0,1,C
461383,0,1,71,1,4,0,3,2,B
466616,0,0,18,0,0,8,0,9,D
464658,0,1,33,0,4,1,1,2,B
460699,0,0,28,1,4,9,0,1,A
460180,1,1,27,1,8,11,1,2,A
462683,1,1,38,0,1,1,0,5,B
464988,0,1,63,1,4,0,1,7,C
466593,0,1,70,1,2,0,3,3,A
464542,1,0,26,1,0,10,0,1,D
465678,0,1,36,0,3,1,0,2,A
467862,1,1,47,1,4,0,0,3,C
459394,0,0,28,0,3,9,0,2,A
460091,1,0,26,1,3,1,0,5,C
461023,0,1,65,0,2,3,3,2,B
461260,0,0,20,0,8,1,0,3,D
463632,0,1,30,1,4,0,1,2,C
460047,0,0,41,1,3,8,0,2,A
460378,1,0,40,1,6,1,0,1,A
464758,1,1,47,0,1,1,1,4,B
460931,0,1,40,1,3,2,1,5,A
463240,1,1,53,0,1,0,1,3,A
461126,1,0,28,1,7,3,0,2,B
459698,0,1,60,1,4,1,0,2,A
461598,1,0,27,1,4,8,0,1,A
465979,0,1,43,1,4,2,0,2,B
463974,1,0,33,1,7,7,0,3,C
466231,0,1,56,1,3,0,1,2,C
459833,0,1,70,1,5,1,3,2,C
462886,0,1,70,0,6,1,3,2,D
467628,0,1,73,0,5,3,3,3,C
467488,1,1,38,1,3,3,1,2,A
465998,1,0,40,1,1,6,0,3,D
459338,0,1,88,0,5,3,0,2,D
466942,1,0,29,1,0,1,0,4,D
467195,0,1,27,1,5,3,3,2,A
466310,1,1,40,1,1,0,1,2,B
467617,0,1,82,1,2,1,0,1,A
459975,1,0,38,1,4,7,0,1,B
464386,0,1,39,1,6,0,1,3,B
462005,0,1,39,1,4,0,1,2,C
465859,0,0,47,1,4,0,0,1,A
464394,0,1,75,1,2,0,3,2,A
466120,1,1,37,0,8,0,0,4,D
460964,0,1,84,0,2,1,3,2,A
461975,1,0,42,1,3,6,0,2,A
462172,0,1,39,1,6,0,1,2,D
464563,0,1,42,1,4,0,1,2,B
464945,1,1,40,1,4,1,1,2,A
463688,1,0,52,1,6,1,0,1,B
461750,0,0,52,0,4,5,0,1,B
464400,0,0,31,1,3,0,0,4,D
463052,0,1,37,1,8,1,0,2,D
461372,0,0,27,1,4,3,0,1,A
463367,1,0,35,1,1,4,0,4,C
467926,0,1,79,1,4,0,3,2,C
461483,1,0,28,1,6,1,0,4,C
467355,0,0,31,0,0,0,0,4,D
466416,0,1,88,0,5,0,3,3,D
460330,1,0,51,1,3,4,0,1,A
459650,0,1,38,1,3,3,0,2,D
466789,1,1,53,1,4,0,1,2,B
466679,1,0,43,1,4,8,0,2,B
459362,0,1,55,0,5,0,0,2,A
466128,0,0,35,1,4,4,0,2,A
462474,1,1,25,0,1,1,1,2,A
459782,0,1,58,1,4,6,1,4,C
463113,1,0,32,1,6,1,0,6,D
466683,1,1,49,0,4,1,1,4,C
462103,1,1,53,0,3,9,3,2,A
459227,1,1,31,0,1,9,0,4,A
467761,0,0,39,1,4,1,0,2,B
459163,0,0,42,1,3,1,0,1,A
462455,0,0,20,0,0,1,0,5,D
460178,0,1,50,1,3,1,0,2,A
462803,0,0,26,0,6,0,0,6,B
460427,0,1,46,1,4,1,1,3,C
466343,0,0,30,1,6,0,0,2,A
461583,1,1,60,1,6,6,1,2,C
466461,0,1,84,0,2,0,0,1,D
462689,1,0,37,1,7,3,0,1,D
462740,0,1,63,1,4,6,0,1,B
461355,1,0,38,1,0,0,0,2,D
465009,0,1,51,1,3,0,1,4,C
467658,0,0,20,0,0,0,0,4,D
462837,1,0,25,0,0,14,0,3,D
463907,1,0,33,1,6,0,0,5,D
462728,1,0,31,0,1,0,0,1,D
461175,0,1,57,1,0,1,0,3,B
464872,0,1,42,1,4,1,0,4,B
460830,0,1,40,0,3,2,1,5,B
459741,0,1,66,0,2,0,3,3,B
461154,0,0,21,0,7,0,0,4,A
464990,0,1,73,0,5,1,3,2,B
467886,1,1,46,1,4,0,0,2,C
459201,1,1,66,1,4,0,1,2,C
463357,0,1,27,1,6,0,1,2,D
460539,1,1,35,1,7,3,0,2,D
462380,1,1,53,0,4,1,3,4,A
459884,0,1,80,0,2,8,0,1,D
461651,1,1,63,1,4,1,1,3,C
465336,1,0,41,1,6,9,0,1,A
461338,0,1,43,1,4,1,1,4,C
461050,0,1,47,1,8,1,3,3,B
460485,1,0,18,0,8,9,0,5,B
467901,1,0,33,1,3,1,0,4,B
463713,0,0,30,0,1,9,0,3,D
464278,0,1,85,1,5,1,3,2,D
461192,1,1,46,1,4,3,3,2,C
462285,0,1,48,1,6,3,0,2,A
463044,0,1,80,1,2,3,3,2,B
463086,0,0,33,1,4,8,0,2,A
459595,1,1,36,1,4,4,3,7,C
461419,0,1,27,0,3,3,1,2,B
465767,0,0,28,0,0,0,0,5,B
460598,1,1,35,1,6,0,1,3,A
460714,0,0,26,1,3,1,0,3,D
466482,1,1,39,1,7,3,1,3,A
461584,1,1,56,1,4,1,3,4,B
462066,1,0,26,1,4,13,0,2,B
463369,0,1,31,1,3,4,0,2,B
466586,0,0,21,0,0,0,0,2,D
464649,0,1,39,0,3,1,1,4,A
463209,1,0,51,1,4,0,0,1,C
466298,0,1,45,0,6,0,0,4,A
466929,1,0,33,1,7,11,0,2,D
466702,0,1,62,1,2,0,0,1,C
459238,1,1,80,1,2,3,3,2,A
463904,0,1,77,1,5,1,0,1,D
463996,1,0,29,0,0,3,0,5,D
462208,1,1,33,0,1,7,1,5,B
461755,0,0,29,0,4,1,0,3,A
466736,1,0,20,0,0,1,0,2,D
466872,0,1,43,1,4,1,0,2,B
467104,1,0,18,0,0,1,0,3,D
463476,0,1,53,1,4,3,1,3,B
463953,0,1,28,1,3,3,1,3,B
462202,1,0,43,1,3,1,0,4,A
467830,0,0,31,1,3,1,0,3,D
463752,1,0,28,1,0,3,0,2,D
461770,0,1,65,1,4,1,0,2,A
466525,0,1,33,1,4,0,1,2,B
462349,0,1,49,1,4,0,1,6,C
463964,0,0,33,0,0,1,0,4,C
459353,0,1,53,1,4,6,1,2,C
459709,1,1,47,1,4,7,1,4,C
461858,0,0,31,0,3,1,0,7,D
460450,0,1,52,1,5,1,3,4,B
466520,0,1,61,1,1,2,1,2,B
467646,0,0,31,0,0,3,0,7,D
460780,1,0,30,1,0,1,0,2,A
463514,0,1,63,1,3,3,1,2,C
465105,0,1,69,0,5,9,1,2,B
460445,0,0,29,1,1,0,0,4,D
462961,1,1,56,0,1,1,1,5,B
463932,1,1,72,1,4,1,1,3,B
459145,0,1,88,0,2,3,0,1,A
465651,0,0,30,0,1,1,0,4,D
463721,1,0,31,1,0,1,0,4,B
467369,0,0,41,1,4,2,0,3,A
461361,1,0,31,1,0,9,0,7,D
465608,0,0,20,0,0,3,0,5,D
464793,1,1,26,0,8,7,3,3,A
463736,0,1,48,0,3,3,1,5,C
462799,0,0,26,0,0,3,0,2,D
459006,0,0,20,0,0,1,0,4,D
460204,0,1,41,1,4,4,0,4,A
465257,0,0,20,1,0,4,0,5,D
466762,0,1,63,1,7,1,0,3,B
464318,0,1,88,1,5,1,0,1,D
459634,1,0,39,1,1,3,0,3,B
465416,0,1,55,0,1,1,3,4,A
467275,0,0,32,1,0,3,0,2,D
462117,0,0,32,1,3,1,0,2,D
460710,1,1,38,1,4,0,1,3,A
460098,1,1,62,1,1,1,0,1,B
465787,0,0,18,0,0,1,0,5,D
463365,0,1,67,0,5,1,3,2,D
464042,1,1,42,1,4,9,0,2,B
467627,1,0,45,1,1,0,0,1,A
464720,0,1,46,0,6,0,1,3,D
461123,0,0,20,0,0,2,0,4,D
465413,1,1,41,1,1,0,3,3,A
465126,1,1,35,0,1,7,1,4,A
465950,1,1,52,1,4,6,0,2,A
466734,1,1,63,1,4,1,1,4,B
466222,0,1,51,0,5,5,0,3,C
466142,1,1,29,1,3,0,1,2,A
467888,0,0,27,0,6,0,0,4,B
461992,1,0,37,1,6,1,0,1,A
460522,1,1,29,0,7,3,1,2,C
459973,1,0,50,1,4,0,0,2,A
460695,0,1,74,1,2,1,0,1,A
464260,1,1,72,1,4,3,1,3,C
464140,1,1,83,1,2,1,3,2,B
465606,0,1,37,1,1,1,1,3,A
459050,1,0,19,0,0,0,0,3,D
462330,1,0,30,0,4,1,0,1,B
459940,1,0,46,1,1,1,0,2,B
466352,1,1,65,1,6,1,0,2,B
463558,1,1,88,1,2,1,1,2,C
460049,0,1,43,1,3,0,1,2,A
464148,0,1,50,1,5,9,3,3,C
465503,0,0,35,1,4,8,0,2,D
465082,0,1,67,1,2,0,0,1,A
459832,0,1,66,1,5,0,0,1,B
464609,1,0,39,1,4,3,0,2,C
466703,1,1,46,1,7,0,1,2,C
466864,1,0,32,0,7,8,0,1,D
461458,1,0,40,1,4,6,0,1,B
459218,0,1,88,1,2,0,3,3,C
462860,0,0,30,1,0,8,0,5,D
462033,0,0,32,1,3,1,0,1,A
467695,0,1,43,0,8,1,0,2,D
463090,1,1,55,0,1,3,1,2,B
459219,1,1,47,1,4,0,1,3,C
460148,1,1,73,0,1,1,0,2,A
461603,0,0,39,1,4,3,0,1,C
466359,0,0,22,0,0,0,0,4,D
464655,0,1,39,1,8,0,1,5,A
466088,1,0,31,0,0,0,0,7,B
461205,0,0,27,1,0,3,0,3,D
462822,0,0,19,0,0,0,0,4,D
459076,0,1,69,0,6,0,1,2,C
463410,0,1,37,0,6,3,1,2,B
463879,0,1,45,1,5,0,3,2,C
462827,1,0,22,0,6,1,0,3,A
461500,1,0,26,1,6,0,0,3,B
461553,0,0,39,1,4,1,0,3,A
467912,0,1,61,1,3,1,0,2,A
465029,1,1,74,0,2,1,3,2,C
460062,0,0,29,1,4,4,0,1,D
462863,0,0,29,1,7,5,0,1,D
460465,0,0,36,0,5,0,0,3,D
460335,1,0,63,1,6,0,0,2,B
466067,0,1,69,1,4,0,1,5,C
463962,1,1,35,1,4,12,0,2,B
459807,0,1,81,1,2,1,0,1,A
463364,1,1,71,0,2,1,3,2,B
463599,1,0,31,0,0,10,0,2,C
462686,0,1,41,1,3,9,1,4,A
462949,0,1,35,0,7,1,1,3,B
460275,1,0,52,1,4,6,0,1,A
461184,0,0,19,0,0,3,0,4,D
460728,1,1,39,1,4,0,0,1,B
462416,0,1,45,0,4,0,0,2,B
460846,1,0,19,0,8,1,0,4,D
459542,0,0,23,0,0,2,0,5,D
459080,0,1,77,0,2,0,0,2,D
463106,1,1,84,1,2,0,0,1,B
464728,0,1,47,0,3,1,3,4,D
466474,0,0,29,1,3,6,0,3,A
461711,1,0,35,1,4,8,0,3,A
460347,0,1,40,1,4,14,0,2,C
467689,0,0,35,0,0,1,0,1,D
460260,0,0,20,0,0,0,0,3,D
466344,0,0,43,1,3,0,0,2,A
466437,0,1,56,0,5,0,0,1,D
460423,1,1,53,1,4,3,0,1,A
459590,0,1,22,0,5,1,3,3,D
464668,0,1,32,0,0,1,3,4,D
463049,0,1,51,0,5,2,3,5,A
460458,1,0,41,0,8,1,0,2,D
462407,0,1,37,0,6,2,1,4,A
459450,0,1,55,1,4,4,1,4,A
463255,0,0,42,1,3,3,0,2,A
462574,0,0,20,0,0,1,0,5,D
465761,1,0,42,1,4,12,0,2,A
467728,1,1,38,0,1,1,3,5,B
465841,1,0,52,1,1,3,0,1,A
460117,1,1,48,1,8,9,0,1,D
466619,0,1,37,1,3,5,1,2,C
461722,0,0,27,0,6,1,0,3,B
460898,0,1,48,0,4,3,1,4,B
463627,1,0,25,1,8,5,0,2,D
460403,1,0,56,1,6,3,0,1,A
459818,1,1,68,0,2,1,0,1,D
463732,0,0,21,0,0,0,0,4,D
462499,1,1,72,0,2,8,1,2,D
467112,0,0,43,1,4,1,0,2,B
459902,0,1,52,1,2,8,3,2,C
463233,0,1,50,0,5,0,1,5,B
467721,0,0,41,1,3,0,0,1,D
465915,0,1,40,1,3,8,1,2,B
464506,0,0,32,1,0,8,0,2,D
460624,0,1,57,1,7,5,3,2,A
462020,1,0,25,1,4,13,0,2,C
464320,0,1,74,0,2,0,3,2,A
467687,0,0,38,1,3,3,0,4,D
461561,1,1,46,1,4,0,1,2,C
465953,1,0,50,1,4,1,0,1,D
463309,0,1,50,1,4,0,1,2,B
459134,1,1,69,1,2,0,3,2,C
464195,0,0,29,1,4,0,0,1,A
467696,0,1,84,1,2,3,3,3,B
459586,0,1,73,0,5,1,0,2,C
466504,0,1,38,0,5,9,3,5,B
466792,1,1,82,0,2,0,0,1,A
459875,0,1,71,0,2,0,3,2,A
463837,1,1,50,0,1,0,0,3,B
465384,0,1,56,1,4,0,3,2,B
462050,0,0,19,0,0,4,0,3,D
465268,0,1,29,0,5,12,0,3,B
461370,0,0,26,1,6,1,0,3,D
464225,1,0,31,0,6,1,0,5,C
466665,0,1,42,1,4,0,1,2,A
462290,1,0,33,1,6,1,0,1,B
459326,0,1,35,0,0,1,0,5,D
464926,1,1,46,0,1,0,3,3,A
460343,1,0,67,1,4,0,0,2,B
463626,1,0,35,0,4,7,0,2,D
464266,0,0,28,0,6,8,0,3,A
464491,1,0,43,0,6,8,0,1,D
467698,1,1,40,0,4,3,1,2,A
463440,1,1,73,1,4,0,1,3,C
463602,1,0,21,0,0,8,0,4,D
464706,1,0,32,0,6,1,0,3,D
467220,1,0,36,0,8,3,0,2,D
460313,0,0,32,1,4,13,0,3,A
465497,0,0,25,0,7,14,0,3,A
465846,1,0,40,1,4,5,0,1,A
463374,1,0,19,0,0,0,0,3,D
462704,0,1,48,1,5,5,3,5,B
462160,1,0,36,1,4,3,0,3,C
461365,0,0,27,0,0,1,0,3,D
464205,1,1,82,0,3,0,3,2,B
459294,0,0,23,0,0,9,0,4,D
460318,0,0,30,1,3,14,0,3,D
467967,0,0,30,1,3,8,0,4,A
461797,0,0,30,1,0,1,0,3,D
462980,0,0,28,1,3,1,0,5,C
462361,0,1,60,1,4,0,0,2,A
461855,1,1,52,1,4,1,1,2,C
461069,1,0,19,0,0,3,0,2,D
467522,1,0,19,0,0,0,0,2,D
463327,0,1,40,0,5,1,0,5,D
459824,0,0,38,1,3,8,0,1,D
461051,1,1,71,1,3,1,1,2,B
461142,1,0,40,1,1,1,0,3,B
461521,0,1,68,1,4,0,3,2,B
459422,0,1,50,1,3,3,0,4,A
467792,0,0,21,0,0,0,0,4,D
467432,0,0,29,1,0,3,0,3,B
464016,1,1,29,1,3,0,3,1,A
464654,1,1,39,0,1,1,1,4,B
459111,0,1,41,1,5,0,0,4,B
459408,0,0,28,0,6,3,0,1,D
466473,1,0,22,0,0,0,0,3,D
464365,0,0,35,1,4,3,0,1,A
460046,1,1,49,1,4,3,0,2,B
466698,1,1,26,1,0,8,0,2,D
460609,1,0,33,0,0,3,0,1,C
459927,1,0,27,0,1,0,0,2,D
467057,1,0,50,0,3,8,0,2,A
466052,1,1,37,1,7,5,0,2,D
464210,0,0,43,1,8,0,0,2,A
465873,0,0,35,1,3,13,0,1,D
459802,1,1,50,1,4,1,0,1,C
464817,0,0,31,1,4,7,0,1,A
465540,1,1,29,0,1,3,3,2,D
460845,1,0,20,0,0,0,0,2,D
459072,0,1,66,1,3,1,1,2,C
465694,0,1,37,1,0,1,1,2,A
466381,0,1,52,1,4,2,1,2,C
460947,0,1,45,1,5,7,3,5,C
467338,1,0,27,1,0,2,0,6,D
467189,1,1,46,1,4,1,3,4,C
466456,1,1,43,0,6,9,0,1,A
463805,1,0,32,0,6,8,0,6,C
462427,0,1,87,1,2,9,0,4,C
462785,1,1,40,1,1,3,1,5,B
466906,0,0,59,1,4,1,0,2,B
461842,0,1,63,1,4,1,1,3,C
462229,0,0,23,0,8,0,0,8,D
462372,1,1,65,0,2,3,3,2,A
462400,0,0,47,1,4,0,0,1,B
466598,1,1,45,1,4,9,0,2,C
466940,0,1,79,0,2,0,0,1,D
461754,0,1,65,0,3,1,3,2,B
461376,1,0,38,1,0,0,0,2,B
459427,1,1,28,1,0,3,0,2,D
462025,0,0,20,0,0,2,0,3,D
465720,1,1,36,1,4,1,0,2,C
466354,0,0,22,0,0,0,0,4,D
463857,0,1,56,0,0,0,3,4,B
465849,1,0,32,1,6,5,0,3,A
464100,1,0,33,1,0,1,0,1,D
461444,1,1,68,1,4,1,3,2,C
461828,0,1,53,1,4,3,1,3,C
464711,1,1,38,1,4,7,1,3,B
462759,0,0,22,0,0,3,0,5,D
465349,1,1,49,1,4,0,3,4,C
459449,0,1,43,1,4,3,0,2,B
463407,1,0,33,0,6,0,0,1,D
466632,1,1,57,1,4,1,3,2,C
464641,1,1,65,1,2,2,0,6,D
460290,1,1,50,1,4,3,3,1,B
462154,0,1,36,1,3,0,1,2,C
464754,1,1,43,0,1,4,1,7,A
460167,1,0,18,0,3,1,0,5,C
461987,1,1,43,0,1,1,1,2,B
463259,0,1,75,1,2,0,0,1,A
464421,1,1,27,0,8,3,3,4,D
461628,0,1,39,1,0,11,1,2,B
459126,0,1,61,1,4,2,0,2,B
460639,1,1,73,1,2,3,0,5,D
465143,0,0,26,1,1,0,0,5,C
460860,0,1,52,1,4,7,1,4,B
467629,0,1,50,1,4,1,0,1,B
461720,1,0,51,1,4,1,0,1,B
460086,0,1,50,0,4,1,1,3,C
465832,0,1,53,1,5,9,3,5,B
467070,0,1,40,0,5,5,0,4,D
459602,1,1,86,0,2,3,0,1,D
463541,1,0,26,0,0,0,0,3,B
462431,0,0,32,0,3,9,0,4,A
461387,1,0,22,0,0,5,0,3,D
461693,1,1,36,1,4,1,1,4,B
466793,1,1,62,1,4,4,1,3,B
466010,1,1,69,0,6,0,0,1,A
465674,1,0,39,1,3,1,0,2,A
459405,1,1,81,0,6,0,3,2,A
465989,1,0,28,0,0,9,0,2,D
465598,0,0,28,1,0,6,0,5,D
466093,0,0,52,1,3,1,0,5,B
462773,1,1,40,1,4,4,1,5,B
467087,0,0,68,1,2,0,0,2,B
465763,1,1,37,0,4,0,1,2,D
462958,0,0,26,0,8,1,0,5,D
467056,1,0,31,0,7,8,0,1,A
461990,1,1,68,1,2,0,0,2,C
464480,0,1,42,1,4,1,1,3,C
461318,1,1,56,1,4,1,1,6,C
467398,0,1,37,0,3,1,0,2,A
464222,0,1,58,1,4,1,0,1,D
465427,0,0,33,1,4,7,0,1,A
460652,1,0,31,0,7,8,0,1,D
463642,1,0,27,1,0,0,0,3,B
462672,0,0,25,0,0,7,0,4,D
466112,0,1,51,1,3,1,1,2,B
459831,0,1,37,0,1,8,1,3,D
463027,0,1,69,1,5,1,1,4,B
462467,1,1,45,0,6,1,0,1,A
461469,0,1,38,1,4,0,0,2,C
461562,0,1,51,1,4,3,1,4,C
467051,1,0,19,0,0,0,0,4,D
465928,1,0,32,1,0,6,0,3,D
462491,0,0,31,1,4,1,0,5,C
460642,0,0,19,0,0,13,0,3,D
460988,0,1,41,1,3,0,1,3,C
460634,1,0,39,0,3,3,0,6,D
461108,0,0,21,0,0,1,0,4,D
464175,1,0,30,0,0,0,0,2,D
463329,0,0,23,0,0,0,0,6,D
466153,0,1,65,0,3,0,1,2,C
467027,0,0,31,0,5,4,0,5,D
459707,1,1,74,1,2,3,0,2,D
466710,1,1,73,0,4,1,3,2,C
465616,0,1,42,1,6,9,0,2,C
463173,0,0,47,1,4,0,0,1,B
465779,1,0,19,0,0,0,0,5,D
465826,0,1,45,0,5,3,0,9,D
463063,1,0,25,0,8,3,0,7,B
463575,1,0,28,1,3,0,0,3,D
466480,1,1,40,1,4,3,1,2,C
463175,1,1,40,0,1,1,0,4,A
462046,1,0,30,1,6,8,0,2,D
466075,1,1,50,1,1,1,1,4,B
461723,0,0,26,1,0,8,0,2,C
460783,0,1,82,1,2,0,0,1,B
465962,0,1,33,1,0,0,0,2,A
462781,0,0,50,0,8,1,0,2,C
466020,0,1,83,0,2,0,0,1,D
461502,1,0,37,1,4,9,0,1,B
463280,0,1,37,1,4,6,1,2,A
466936,0,1,55,0,2,1,3,3,C
460552,0,1,61,1,4,0,0,2,C
459345,1,1,39,1,4,3,0,1,B
464256,0,1,40,1,4,0,0,2,C
467097,0,1,55,1,4,2,0,1,B
462571,0,1,50,1,0,1,1,1,D
463765,0,0,26,1,6,13,0,3,D
460152,1,0,53,1,4,1,0,1,C
463415,1,0,28,1,0,3,0,5,B
459587,1,0,32,1,4,7,0,3,A
460995,1,0,31,1,8,0,0,1,D
465426,0,0,30,0,0,0,0,4,B
461452,1,0,31,1,6,0,0,4,A
460797,0,1,47,1,4,4,0,1,A
466618,0,1,49,1,4,3,1,2,C
462168,0,1,37,1,5,1,3,3,B
465338,0,1,47,1,4,13,1,4,C
463501,0,1,52,1,5,0,3,2,C
460817,1,0,20,0,3,3,0,7,C
459726,0,1,79,0,2,0,3,2,B
463516,0,1,47,0,5,1,3,6,C
466751,1,0,20,1,0,1,0,4,D
463359,0,0,23,0,0,1,0,4,D
463488,1,0,29,0,1,9,0,4,A
465872,1,0,33,1,1,10,0,1,A
460588,0,0,21,0,0,0,0,4,D
460236,0,0,18,0,0,8,0,4,D
460802,0,1,70,1,2,0,3,2,C
459467,1,1,56,1,4,0,1,2,C
466953,0,1,42,1,4,2,1,2,B
459086,1,0,28,0,0,1,0,2,B
464915,0,1,41,1,5,3,3,4,B
460827,0,1,81,1,2,9,0,1,D
464272,0,0,30,1,4,9,0,2,A
461063,0,1,53,0,2,0,0,2,D
467302,0,0,26,1,5,9,0,4,D
461935,0,1,51,1,4,1,0,3,C
459089,0,0,19,0,4,9,0,7,B
462365,0,1,75,1,2,0,3,2,B
459628,1,1,51,1,1,0,0,1,A
467332,1,1,70,1,7,3,0,2,B
460443,1,0,38,1,6,0,0,1,A
462195,1,0,21,0,0,0,0,4,D
466228,0,1,80,0,2,0,0,1,B
461952,1,1,19,0,4,3,3,2,D
467589,0,0,33,0,3,1,0,1,D
466107,0,1,48,1,3,1,1,6,C
462199,1,0,33,0,0,8,0,3,D
466452,1,0,33,1,1,0,0,3,D
467074,1,0,31,0,0,1,0,4,C
464233,1,1,48,1,4,1,1,2,C
462225,0,1,49,0,1,1,1,8,D
465970,1,1,38,0,4,1,0,1,B
460094,1,0,39,1,4,0,0,1,A
467428,1,1,46,1,3,2,1,2,B
465623,0,1,41,1,4,8,1,2,C
467516,1,1,31,0,4,0,3,3,A
462975,0,1,37,1,3,8,1,2,C
462389,1,1,58,0,1,1,0,1,B
461556,1,1,49,1,1,1,1,2,A
465964,1,1,47,0,8,2,0,1,D
460724,0,0,30,1,0,1,0,4,D
460660,0,0,41,1,3,6,0,1,A
466787,1,1,33,1,6,0,0,2,A
467256,0,0,33,0,0,0,0,4,B
467414,0,0,27,1,0,3,0,1,D
466742,0,1,45,0,6,8,0,2,A
466017,1,1,45,1,7,1,0,1,B
463079,1,0,35,0,8,3,0,2,D
459679,1,0,21,0,3,1,0,4,D
465930,1,0,36,1,4,9,0,2,A
464821,1,1,56,0,8,0,0,1,D
460175,1,0,28,0,4,0,0,5,C
466725,1,1,89,0,2,0,3,2,A
465095,0,1,48,1,5,1,3,4,C
465452,0,1,47,0,3,0,3,5,C
463473,0,0,23,0,0,3,0,3,D
463213,1,0,18,0,0,3,0,4,D
467653,0,1,58,1,2,2,3,2,C
463218,0,1,42,0,3,9,1,3,A
461289,0,0,22,0,0,0,0,3,D
459983,1,1,50,1,4,2,0,1,B
465845,1,1,40,1,3,3,0,2,B
462363,0,1,73,0,5,0,3,2,D
460575,1,0,27,0,4,3,0,2,D
461509,0,1,40,1,4,1,1,3,B
460542,1,1,81,0,2,1,0,2,B
461148,0,1,37,1,4,1,1,3,A
464064,1,1,39,0,6,0,0,2,B
460545,0,1,83,0,2,0,3,3,D
459303,0,1,55,1,4,0,0,1,B
462568,0,1,51,1,6,3,0,3,A
462635,0,1,42,0,1,5,1,4,A
464456,0,1,27,1,4,1,0,4,C
465106,0,1,53,1,5,1,3,2,C
467605,1,1,40,1,1,1,1,7,A
466116,0,1,62,1,4,0,1,9,C
461388,0,0,21,0,0,3,0,5,D
466155,0,1,40,1,3,1,1,2,A
467176,0,0,27,0,0,1,0,3,A
459400,1,1,84,0,2,0,3,2,B
466784,0,0,26,0,6,4,0,2,D
460320,0,0,26,0,4,11,0,4,C
466454,0,0,33,1,3,1,0,1,A
467028,0,0,27,1,4,0,0,1,D
464827,1,1,46,0,3,9,1,5,D
465463,1,0,28,0,6,3,0,5,A
464501,1,0,25,0,0,1,0,3,A
460659,1,1,47,1,8,3,1,3,A
463715,1,0,32,0,4,3,0,4,C
461028,1,0,21,0,0,6,0,4,D
466766,0,1,73,1,2,1,3,4,C
462475,0,1,35,1,4,0,1,2,B
465770,0,0,52,1,4,1,0,1,B
466823,0,1,40,1,4,1,0,2,B
463505,0,0,31,1,0,3,0,1,D
467083,1,1,88,1,2,1,3,2,A
467675,1,0,39,0,8,3,0,1,A
464080,1,0,41,1,4,1,0,2,C
